CTYFIPS,CTY_NAME,total_worker_pop_2018,total_worker_pop_2013,delta_agro,pct_agro_2018,pct_agro_2013,delta_construct,pct_construct_2018,pct_construct_2013,delta_manufact,pct_manufact_2018,pct_manufact_2013,delta_wholesale,pct_wholesale_2018,pct_wholesale_2013,delta_retail,pct_retail_2018,pct_retail_2013,delta_transport_util,pct_transport_util_2018,pct_transport_util_2013,delta_information,pct_information_2018,pct_information_2013,delta_finance_realest,pct_finance_realest_2018,pct_finance_realest_2013,delta_prof_sci_mgmt_adm,pct_prof_sci_mgmt_adm_2018,pct_prof_sci_mgmt_adm_2013,delta_edu_health,pct_edu_health_2018,pct_edu_health_2013,delta_arts_ent_food_rec,pct_arts_ent_food_rec_2018,pct_arts_ent_food_rec_2013,delta_otherserv,pct_otherserv_2018,pct_otherserv_2013,delta_public_admin,pct_public_admin_2018,pct_public_admin_2013
0500000US46102,,3469,,,0.037,,,0.027,,,0.021,,,0.009,,,0.075,,,0.01,,,0.004,,,0.031,,,0.026,,,0.422,,,0.13,,,0.025,,,0.183,
0500000US46103,"Pennington County, South Dakota",54687,51212,0,0.028,0.028,0.054794521,0.077,0.073,0.016666667,0.061,0.06,-0.037037037,0.026,0.027,0.113821138,0.137,0.123,0.046511628,0.045,0.043,-0.304347826,0.016,0.023,0.028985507,0.071,0.069,-0.06741573,0.083,0.089,-0.050632911,0.225,0.237,-0.030769231,0.126,0.13,0.425,0.057,0.04,-0.175438596,0.047,0.057
0500000US46105,"Perkins County, South Dakota",1577,1460,0.021505376,0.285,0.279,-0.04,0.072,0.075,-0.104651163,0.077,0.086,-0.130434783,0.02,0.023,0.595238095,0.134,0.084,-0.039215686,0.049,0.051,0.2,0.012,0.01,0.916666667,0.046,0.024,0,0.036,0.036,-0.272727273,0.152,0.209,0.517241379,0.044,0.029,-0.111111111,0.048,0.054,-0.404761905,0.025,0.042
0500000US46107,"Potter County, South Dakota",1128,1194,0.155440415,0.223,0.193,-0.138297872,0.081,0.094,-0.25,0.036,0.048,0.452380952,0.061,0.042,-0.216216216,0.116,0.148,0.102564103,0.043,0.039,2,0.021,0.007,0.435897436,0.056,0.039,-0.529411765,0.016,0.034,-0.136363636,0.19,0.22,0.178571429,0.066,0.056,0.285714286,0.063,0.049,-0.129032258,0.027,0.031
0500000US46109,"Roberts County, South Dakota",4718,4386,-0.22972973,0.114,0.148,-0.016129032,0.061,0.062,0.536231884,0.106,0.069,0.380952381,0.029,0.021,-0.041666667,0.092,0.096,0.066666667,0.032,0.03,-0.071428571,0.013,0.014,-0.192307692,0.042,0.052,-0.361111111,0.023,0.036,-0.051792829,0.238,0.251,0.322916667,0.127,0.096,-0.133333333,0.039,0.045,0.05,0.084,0.08
0500000US46111,"Sanborn County, South Dakota",1283,1252,-0.117391304,0.203,0.23,-0.555555556,0.032,0.072,0.556701031,0.151,0.097,-0.052631579,0.036,0.038,0.068965517,0.093,0.087,0.310344828,0.076,0.058,-0.2,0.016,0.02,0.023809524,0.043,0.042,-0.358974359,0.025,0.039,0,0.196,0.196,-0.189655172,0.047,0.058,0.384615385,0.036,0.026,0.342857143,0.047,0.035
0500000US46115,"Spink County, South Dakota",3247,3053,-0.140186916,0.184,0.214,0.086956522,0.05,0.046,-0.295774648,0.05,0.071,0.466666667,0.044,0.03,0.415584416,0.109,0.077,0.035087719,0.059,0.057,0,0.004,0.004,-0.28,0.036,0.05,0.476190476,0.031,0.021,-0.113553114,0.242,0.273,0.339622642,0.071,0.053,0.058823529,0.054,0.051,0.245283019,0.066,0.053
0500000US46117,"Stanley County, South Dakota",1702,1749,-0.1875,0.104,0.128,-0.048543689,0.098,0.103,-0.055555556,0.017,0.018,1.068965517,0.06,0.029,-0.292682927,0.116,0.164,-0.176470588,0.042,0.051,1.5,0.015,0.006,1.947368421,0.112,0.038,0.04,0.052,0.05,0.061611374,0.224,0.211,-0.393442623,0.037,0.061,0.363636364,0.015,0.011,-0.161538462,0.109,0.13
0500000US46119,"Sully County, South Dakota",681,786,-0.016556291,0.297,0.302,0.155555556,0.104,0.09,-0.652173913,0.016,0.046,0,0.034,0.034,-0.026548673,0.11,0.113,-0.933333333,0.004,0.06,-1,0,0.003,0.744186047,0.075,0.043,-1,0,0.032,0.551401869,0.166,0.107,-0.245901639,0.046,0.061,1.125,0.051,0.024,0.141176471,0.097,0.085
0500000US46121,"Todd County, South Dakota",2576,2774,0.056179775,0.094,0.089,-0.557692308,0.023,0.052,-1,0,0.028,2.666666667,0.011,0.003,1.035087719,0.116,0.057,-0.361111111,0.023,0.036,0.25,0.005,0.004,-0.126984127,0.055,0.063,0.476190476,0.031,0.021,-0.058080808,0.373,0.396,-0.063291139,0.074,0.079,-0.5,0.018,0.036,0.291970803,0.177,0.137
0500000US46123,"Tripp County, South Dakota",2783,2947,0.016260163,0.25,0.246,-0.292134831,0.063,0.089,-0.392857143,0.017,0.028,0.090909091,0.024,0.022,-0.086956522,0.126,0.138,-0.090909091,0.02,0.022,-0.230769231,0.01,0.013,1.344827586,0.068,0.029,0.032258065,0.032,0.031,-0.101167315,0.231,0.257,-0.068965517,0.054,0.058,0.625,0.052,0.032,0.428571429,0.05,0.035
0500000US46125,"Turner County, South Dakota",4243,4389,-0.310606061,0.091,0.132,0.12195122,0.092,0.082,0.051948052,0.081,0.077,0.121212121,0.037,0.033,0.422222222,0.128,0.09,-0.138461538,0.056,0.065,-0.058823529,0.016,0.017,-0.114754098,0.054,0.061,-0.403508772,0.034,0.057,-0.064393939,0.247,0.264,0.282608696,0.059,0.046,0.5,0.054,0.036,0.243902439,0.051,0.041
0500000US46127,"Union County, South Dakota",8074,7214,0.162790698,0.05,0.043,0.363636364,0.06,0.044,0.005649718,0.178,0.177,0.078947368,0.041,0.038,-0.028571429,0.102,0.105,0.208333333,0.058,0.048,0.3125,0.021,0.016,0.029411765,0.07,0.068,0,0.064,0.064,-0.180076628,0.214,0.261,0.116666667,0.067,0.06,0.128205128,0.044,0.039,-0.166666667,0.03,0.036
0500000US46129,"Walworth County, South Dakota",2753,2635,0.566666667,0.141,0.09,-0.282051282,0.056,0.078,0.875,0.045,0.024,-0.581395349,0.018,0.043,-0.110091743,0.097,0.109,1.111111111,0.057,0.027,0.470588235,0.025,0.017,0.689655172,0.049,0.029,0.127272727,0.062,0.055,0.064257028,0.265,0.249,-0.081300813,0.113,0.123,-0.31147541,0.042,0.061,-0.677083333,0.031,0.096
0500000US46135,"Yankton County, South Dakota",11387,11101,0.411764706,0.048,0.034,-0.337662338,0.051,0.077,0.1,0.176,0.16,0.037037037,0.028,0.027,0.072,0.134,0.125,-0.576923077,0.022,0.052,0.6,0.008,0.005,-0.028571429,0.068,0.07,-0.1,0.045,0.05,0.264423077,0.263,0.208,-0.361904762,0.067,0.105,0.466666667,0.044,0.03,-0.224137931,0.045,0.058
0500000US46137,"Ziebach County, South Dakota",1029,900,0.464646465,0.29,0.198,-0.442622951,0.034,0.061,4.666666667,0.017,0.003,-0.333333333,0.006,0.009,0.482758621,0.086,0.058,-0.352941176,0.011,0.017,-1,0,0.014,-0.556962025,0.035,0.079,-0.14893617,0.04,0.047,-0.003367003,0.296,0.297,-0.340909091,0.029,0.044,-0.65625,0.011,0.032,0.035460993,0.146,0.141
0500000US47001,"Anderson County, Tennessee",32986,31140,1.333333333,0.007,0.003,-0.027777778,0.07,0.072,-0.069767442,0.12,0.129,-0.235294118,0.013,0.017,-0.176923077,0.107,0.13,-0.039215686,0.049,0.051,-0.352941176,0.011,0.017,0.647058824,0.056,0.034,0.170068027,0.172,0.147,-0.079295154,0.209,0.227,-0.024390244,0.08,0.082,0.43902439,0.059,0.041,-0.058823529,0.048,0.051
0500000US47003,"Bedford County, Tennessee",21679,18815,0,0.031,0.031,-0.074074074,0.075,0.081,0.099585062,0.265,0.241,-0.633333333,0.011,0.03,0.237704918,0.151,0.122,-0.28,0.054,0.075,0.333333333,0.012,0.009,-0.215686275,0.04,0.051,-0.185185185,0.066,0.081,0.161971831,0.165,0.142,0.390243902,0.057,0.041,-0.166666667,0.04,0.048,-0.326530612,0.033,0.049
0500000US47005,"Benton County, Tennessee",5627,5874,-0.235294118,0.013,0.017,0.136363636,0.075,0.066,0,0.193,0.193,-0.631578947,0.007,0.019,0.279279279,0.142,0.111,-0.25862069,0.086,0.116,1.8,0.014,0.005,0.142857143,0.048,0.042,1.233333333,0.067,0.03,-0.240740741,0.164,0.216,-0.179775281,0.073,0.089,0.272727273,0.056,0.044,0.150943396,0.061,0.053
0500000US47007,"Bledsoe County, Tennessee",5739,4274,1.918918919,0.108,0.037,-0.456647399,0.094,0.173,-0.093333333,0.136,0.15,-0.538461538,0.012,0.026,-0.176470588,0.098,0.119,1.612903226,0.081,0.031,-0.588235294,0.007,0.017,-0.177777778,0.037,0.045,1.026315789,0.077,0.038,0.020304569,0.201,0.197,-0.052631579,0.054,0.057,-0.487179487,0.02,0.039,0.02739726,0.075,0.073
0500000US47009,"Blount County, Tennessee",59749,54861,-0.111111111,0.008,0.009,-0.155844156,0.065,0.077,0.088709677,0.135,0.124,-0.034482759,0.028,0.029,-0.0390625,0.123,0.128,0.04,0.052,0.05,0.0625,0.017,0.016,0.064516129,0.066,0.062,-0.010309278,0.096,0.097,-0.029166667,0.233,0.24,0.202380952,0.101,0.084,0.022222222,0.046,0.045,-0.236842105,0.029,0.038
0500000US47011,"Bradley County, Tennessee",47838,42229,-0.416666667,0.007,0.012,0.140350877,0.065,0.057,0.098901099,0.2,0.182,-0.36,0.016,0.025,-0.008474576,0.117,0.118,0.098360656,0.067,0.061,-0.071428571,0.013,0.014,-0.02,0.049,0.05,-0.013333333,0.074,0.075,-0.061135371,0.215,0.229,0.087912088,0.099,0.091,-0.046875,0.061,0.064,-0.227272727,0.017,0.022
0500000US47013,"Campbell County, Tennessee",15286,13743,-0.173913043,0.019,0.023,0.269662921,0.113,0.089,-0.201058201,0.151,0.189,-0.083333333,0.022,0.024,-0.120967742,0.109,0.124,-0.039215686,0.049,0.051,-0.272727273,0.008,0.011,-0.320754717,0.036,0.053,0.526315789,0.087,0.057,0.185929648,0.236,0.199,0.049382716,0.085,0.081,0.086956522,0.05,0.046,-0.339622642,0.035,0.053
0500000US47015,"Cannon County, Tennessee",6286,5414,1.117647059,0.036,0.017,0.237288136,0.073,0.059,0.117948718,0.218,0.195,-0.681818182,0.014,0.044,0.381443299,0.134,0.097,-0.025974026,0.075,0.077,3.75,0.019,0.004,-0.238095238,0.048,0.063,-0.015625,0.063,0.064,-0.193415638,0.196,0.243,0.628571429,0.057,0.035,-0.245614035,0.043,0.057,-0.466666667,0.024,0.045
0500000US47017,"Carroll County, Tennessee",10892,10734,0.227272727,0.027,0.022,-0.028985507,0.067,0.069,-0.125,0.161,0.184,0,0.015,0.015,0.033613445,0.123,0.119,-0.197530864,0.065,0.081,-0.47826087,0.012,0.023,-0.12195122,0.036,0.041,0.461538462,0.076,0.052,-0.016460905,0.239,0.243,-0.082191781,0.067,0.073,0.428571429,0.06,0.042,0.394736842,0.053,0.038
0500000US47019,"Carter County, Tennessee",23008,23512,1,0.012,0.006,-0.129411765,0.074,0.085,0.149122807,0.131,0.114,0,0.02,0.02,-0.079136691,0.128,0.139,-0.022727273,0.043,0.044,0.071428571,0.015,0.014,0.142857143,0.04,0.035,0,0.076,0.076,-0.006872852,0.289,0.291,-0.047058824,0.081,0.085,0.037037037,0.056,0.054,-0.027777778,0.035,0.036
0500000US47021,"Cheatham County, Tennessee",19619,18452,0.1,0.011,0.01,-0.048387097,0.118,0.124,0.079646018,0.122,0.113,-0.488372093,0.022,0.043,-0.080357143,0.103,0.112,0.448979592,0.071,0.049,-0.368421053,0.012,0.019,-0.126984127,0.055,0.063,0.247058824,0.106,0.085,-0.067307692,0.194,0.208,0.169491525,0.069,0.059,-0.169491525,0.049,0.059,0.236363636,0.068,0.055
0500000US47023,"Chester County, Tennessee",6840,7210,-0.392857143,0.017,0.028,-0.43877551,0.055,0.098,-0.031847134,0.152,0.157,-0.5,0.019,0.038,0.12037037,0.121,0.108,0.345454545,0.074,0.055,0.090909091,0.012,0.011,0.090909091,0.036,0.033,0.115384615,0.058,0.052,0.003597122,0.279,0.278,0.472727273,0.081,0.055,0.685714286,0.059,0.035,-0.288461538,0.037,0.052
0500000US47025,"Claiborne County, Tennessee",11877,11962,-0.22,0.039,0.05,0.254237288,0.074,0.059,-0.143518519,0.185,0.216,-0.384615385,0.016,0.026,-0.203125,0.102,0.128,0.191489362,0.056,0.047,0,0.007,0.007,-0.037037037,0.052,0.054,0.133333333,0.051,0.045,0.177966102,0.278,0.236,0.375,0.066,0.048,-0.162790698,0.036,0.043,-0.095238095,0.038,0.042
0500000US47027,"Clay County, Tennessee",2717,2882,0.047619048,0.022,0.021,-0.383928571,0.069,0.112,0.316176471,0.179,0.136,-0.3,0.007,0.01,-0.156521739,0.097,0.115,0.432432432,0.053,0.037,-0.666666667,0.008,0.024,0.676470588,0.057,0.034,0.617647059,0.055,0.034,0.125,0.288,0.256,-0.34,0.066,0.1,0.324324324,0.049,0.037,-0.397590361,0.05,0.083
0500000US47029,"Cocke County, Tennessee",13973,13477,-0.571428571,0.006,0.014,-0.345679012,0.053,0.081,-0.107317073,0.183,0.205,0.714285714,0.012,0.007,0.052173913,0.121,0.115,0.5,0.063,0.042,-0.181818182,0.009,0.011,0.090909091,0.048,0.044,-0.2,0.06,0.075,0.146067416,0.204,0.178,-0.0625,0.15,0.16,0.378378378,0.051,0.037,0.290322581,0.04,0.031
0500000US47031,"Coffee County, Tennessee",23796,21322,0.25,0.02,0.016,0.477272727,0.065,0.044,0.379487179,0.269,0.195,-0.607142857,0.011,0.028,-0.015873016,0.124,0.126,0.166666667,0.049,0.042,-0.571428571,0.009,0.021,-0.023255814,0.042,0.043,-0.298850575,0.061,0.087,-0.230414747,0.167,0.217,0.184210526,0.09,0.076,0,0.048,0.048,-0.196428571,0.045,0.056
0500000US47033,"Crockett County, Tennessee",6085,6050,-0.122807018,0.05,0.057,0.13559322,0.067,0.059,-0.169014085,0.177,0.213,-0.46875,0.017,0.032,0.419354839,0.132,0.093,0.450980392,0.074,0.051,-0.529411765,0.008,0.017,-0.096153846,0.047,0.052,-0.191780822,0.059,0.073,0.185929648,0.236,0.199,-0.231884058,0.053,0.069,-0.260869565,0.034,0.046,0.153846154,0.045,0.039
0500000US47035,"Cumberland County, Tennessee",21382,19981,0.444444444,0.039,0.027,-0.028571429,0.068,0.07,-0.026143791,0.149,0.153,-0.096774194,0.028,0.031,0.024590164,0.125,0.122,0.215686275,0.062,0.051,-0.34375,0.021,0.032,0.205882353,0.041,0.034,0.290322581,0.08,0.062,-0.024038462,0.203,0.208,-0.27027027,0.081,0.111,0.081632653,0.053,0.049,-0.019607843,0.05,0.051
0500000US47037,"Davidson County, Tennessee",373294,322971,0,0.002,0.002,0.089285714,0.061,0.056,0.072463768,0.074,0.069,-0.107142857,0.025,0.028,-0.077586207,0.107,0.116,0.093023256,0.047,0.043,-0.0625,0.03,0.032,0.057971014,0.073,0.069,0.083333333,0.13,0.12,-0.024390244,0.24,0.246,0.05982906,0.124,0.117,-0.107142857,0.05,0.056,-0.152173913,0.039,0.046
0500000US47039,"Decatur County, Tennessee",4486,4624,1.857142857,0.04,0.014,-0.176470588,0.07,0.085,0.012820513,0.158,0.156,-0.391304348,0.014,0.023,0.044642857,0.117,0.112,0.666666667,0.08,0.048,-0.307692308,0.009,0.013,0.266666667,0.038,0.03,0.127659574,0.053,0.047,-0.150735294,0.231,0.272,0.891891892,0.07,0.037,-0.4375,0.045,0.08,-0.109756098,0.073,0.082
0500000US47041,"DeKalb County, Tennessee",7931,7607,-0.148148148,0.023,0.027,0.097222222,0.079,0.072,-0.024911032,0.274,0.281,0.717948718,0.067,0.039,-0.120879121,0.08,0.091,-0.108695652,0.041,0.046,0.142857143,0.016,0.014,-0.573770492,0.026,0.061,0.113207547,0.059,0.053,0.196808511,0.225,0.188,-0.196721311,0.049,0.061,-0.294117647,0.024,0.034,0.088235294,0.037,0.034
0500000US47043,"Dickson County, Tennessee",22818,21770,-0.222222222,0.007,0.009,0.02020202,0.101,0.099,0.115942029,0.154,0.138,-0.125,0.014,0.016,0.034188034,0.121,0.117,-0.079365079,0.058,0.063,-0.551724138,0.013,0.029,0.142857143,0.056,0.049,0.04,0.078,0.075,0.105,0.221,0.2,-0.15625,0.081,0.096,-0.037735849,0.051,0.053,-0.181818182,0.045,0.055
0500000US47045,"Dyer County, Tennessee",15976,16093,-0.692307692,0.008,0.026,0.06779661,0.063,0.059,0.082608696,0.249,0.23,0.181818182,0.026,0.022,-0.112068966,0.103,0.116,-0.191489362,0.038,0.047,-0.444444444,0.005,0.009,0.073170732,0.044,0.041,-0.137254902,0.044,0.051,0.080357143,0.242,0.224,0.025641026,0.08,0.078,0,0.049,0.049,0.021276596,0.048,0.047
0500000US47047,"Fayette County, Tennessee",17629,17042,-0.321428571,0.019,0.028,0.213333333,0.091,0.075,-0.048611111,0.137,0.144,-0.071428571,0.039,0.042,-0.04,0.12,0.125,0.223684211,0.093,0.076,-0.357142857,0.009,0.014,0.456521739,0.067,0.046,-0.012195122,0.081,0.082,-0.01980198,0.198,0.202,-0.163636364,0.046,0.055,-0.233333333,0.046,0.06,0.102040816,0.054,0.049
0500000US47049,"Fentress County, Tennessee",6640,6112,0.210526316,0.069,0.057,-0.019607843,0.1,0.102,0.090163934,0.133,0.122,0.529411765,0.026,0.017,-0.047619048,0.12,0.126,-0.23880597,0.051,0.067,-0.538461538,0.006,0.013,0.09375,0.035,0.032,0.7,0.051,0.03,-0.081355932,0.271,0.295,0.192982456,0.068,0.057,-0.333333333,0.042,0.063,0.35,0.027,0.02
0500000US47051,"Franklin County, Tennessee",18194,16403,-0.35483871,0.02,0.031,-0.076923077,0.06,0.065,0.048672566,0.237,0.226,-0.071428571,0.013,0.014,0.058823529,0.126,0.119,-0.166666667,0.03,0.036,-0.416666667,0.007,0.012,0.117647059,0.038,0.034,0,0.073,0.073,0,0.241,0.241,0.083333333,0.065,0.06,0.162790698,0.05,0.043,-0.106382979,0.042,0.047
0500000US47053,"Gibson County, Tennessee",19867,19821,-0.2,0.02,0.025,0.080645161,0.067,0.062,-0.021390374,0.183,0.187,0,0.027,0.027,-0.031746032,0.122,0.126,0.447368421,0.055,0.038,1.125,0.017,0.008,0.08,0.054,0.05,-0.074626866,0.062,0.067,-0.134099617,0.226,0.261,0.267857143,0.071,0.056,-0.04,0.048,0.05,0.142857143,0.048,0.042
0500000US47055,"Giles County, Tennessee",12294,11915,-0.034482759,0.028,0.029,0.174603175,0.074,0.063,0.163865546,0.277,0.238,-0.043478261,0.022,0.023,-0.363636364,0.091,0.143,0.093023256,0.047,0.043,-0.272727273,0.008,0.011,-0.086956522,0.042,0.046,-0.01754386,0.056,0.057,-0.04784689,0.199,0.209,0.458333333,0.07,0.048,-0.173913043,0.038,0.046,0.066666667,0.048,0.045
0500000US47057,"Grainger County, Tennessee",9651,8464,0.222222222,0.044,0.036,0.178571429,0.099,0.084,-0.230088496,0.174,0.226,-0.076923077,0.024,0.026,-0.177304965,0.116,0.141,0.25974026,0.097,0.077,0,0.011,0.011,-0.034482759,0.028,0.029,0.305084746,0.077,0.059,0.091428571,0.191,0.175,0.3,0.065,0.05,0,0.047,0.047,-0.256410256,0.029,0.039
0500000US47059,"Greene County, Tennessee",28254,27756,0.461538462,0.019,0.013,-0.21875,0.05,0.064,-0.03125,0.217,0.224,-0.333333333,0.01,0.015,0.210526316,0.138,0.114,0.090909091,0.06,0.055,-0.181818182,0.009,0.011,-0.111111111,0.032,0.036,-0.06557377,0.057,0.061,-0.004032258,0.247,0.248,0.012658228,0.08,0.079,-0.024390244,0.04,0.041,0.051282051,0.041,0.039
0500000US47061,"Grundy County, Tennessee",4756,4686,0.387755102,0.068,0.049,0.583333333,0.076,0.048,0.218181818,0.268,0.22,0.5,0.012,0.008,-0.137254902,0.088,0.102,-0.126984127,0.055,0.063,-0.6,0.006,0.015,-0.444444444,0.02,0.036,-0.614285714,0.027,0.07,-0.068376068,0.218,0.234,-0.348837209,0.056,0.086,0.361702128,0.064,0.047,1,0.042,0.021
0500000US47063,"Hamblen County, Tennessee",26125,25344,-0.666666667,0.005,0.015,-0.185714286,0.057,0.07,0.105263158,0.273,0.247,-0.428571429,0.02,0.035,-0.086614173,0.116,0.127,-0.085106383,0.043,0.047,-0.5625,0.007,0.016,0,0.037,0.037,0.016949153,0.06,0.059,0.048780488,0.215,0.205,0.523076923,0.099,0.065,-0.069767442,0.04,0.043,-0.205882353,0.027,0.034
0500000US47065,"Hamilton County, Tennessee",169798,158786,-0.25,0.003,0.004,-0.081967213,0.056,0.061,0.066115702,0.129,0.121,-0.115384615,0.023,0.026,0.092592593,0.118,0.108,-0.014492754,0.068,0.069,-0.222222222,0.014,0.018,0.011904762,0.085,0.084,0.03125,0.099,0.096,-0.021645022,0.226,0.231,0,0.099,0.099,0.083333333,0.052,0.048,-0.194444444,0.029,0.036
0500000US47067,"Hancock County, Tennessee",2295,2054,-0.237288136,0.045,0.059,0.426229508,0.087,0.061,0,0.186,0.186,-0.628571429,0.013,0.035,-0.217054264,0.101,0.129,-0.227848101,0.061,0.079,-0.714285714,0.002,0.007,-0.097560976,0.037,0.041,0.85,0.037,0.02,0.142857143,0.28,0.245,0.551724138,0.045,0.029,0.184210526,0.045,0.038,-0.128571429,0.061,0.07
0500000US47069,"Hardeman County, Tennessee",8021,8356,-0.35483871,0.02,0.031,-0.309859155,0.049,0.071,0.255434783,0.231,0.184,-0.071428571,0.013,0.014,-0.172932331,0.11,0.133,0.060606061,0.07,0.066,1.333333333,0.007,0.003,-0.074074074,0.025,0.027,-0.113207547,0.047,0.053,0.13304721,0.264,0.233,-0.30952381,0.029,0.042,-0.230769231,0.05,0.065,0.115384615,0.087,0.078
0500000US47071,"Hardin County, Tennessee",9760,9575,0,0.019,0.019,-0.188888889,0.073,0.09,0.105263158,0.21,0.19,-0.833333333,0.003,0.018,-0.210191083,0.124,0.157,0.267857143,0.071,0.056,0.666666667,0.015,0.009,0.342857143,0.047,0.035,0.475,0.059,0.04,-0.015151515,0.195,0.198,0.056338028,0.075,0.071,-0.191176471,0.055,0.068,0.102040816,0.054,0.049
0500000US47073,"Hawkins County, Tennessee",22014,22295,-0.388888889,0.011,0.018,0.125,0.081,0.072,-0.119047619,0.222,0.252,-0.1875,0.013,0.016,0.12037037,0.121,0.108,0.083333333,0.065,0.06,-0.153846154,0.011,0.013,0.024390244,0.042,0.041,0.056603774,0.056,0.053,-0.008733624,0.227,0.229,0.380952381,0.087,0.063,-0.184210526,0.031,0.038,-0.081081081,0.034,0.037
0500000US47075,"Haywood County, Tennessee",7648,7326,-0.404255319,0.028,0.047,-0.12195122,0.036,0.041,-0.070866142,0.236,0.254,0.272727273,0.014,0.011,-0.126760563,0.124,0.142,0.375,0.066,0.048,-0.571428571,0.006,0.014,0.619047619,0.034,0.021,-0.140350877,0.049,0.057,0.027777778,0.222,0.216,1.023255814,0.087,0.043,-0.130434783,0.04,0.046,-0.049180328,0.058,0.061
0500000US47077,"Henderson County, Tennessee",11310,11371,0.266666667,0.019,0.015,-0.185185185,0.066,0.081,0.004878049,0.206,0.205,-0.045454545,0.021,0.022,-0.119047619,0.111,0.126,0.055555556,0.076,0.072,0,0.007,0.007,-0.125,0.042,0.048,-0.493333333,0.038,0.075,0.132420091,0.248,0.219,0.47826087,0.068,0.046,0.333333333,0.056,0.042,0,0.041,0.041
0500000US47079,"Henry County, Tennessee",12437,12384,0.310344828,0.038,0.029,-0.175675676,0.061,0.074,0.22147651,0.182,0.149,-0.456521739,0.025,0.046,0.181102362,0.15,0.127,0.171875,0.075,0.064,4.333333333,0.016,0.003,-0.022727273,0.043,0.044,-0.232142857,0.043,0.056,-0.152263374,0.206,0.243,0.333333333,0.076,0.057,-0.276923077,0.047,0.065,-0.136363636,0.038,0.044
0500000US47081,"Hickman County, Tennessee",9771,9640,0.12,0.028,0.025,0.161904762,0.122,0.105,0.085365854,0.178,0.164,-0.259259259,0.02,0.027,-0.080357143,0.103,0.112,-0.134328358,0.058,0.067,-0.266666667,0.011,0.015,-0.255813953,0.032,0.043,0.13559322,0.067,0.059,-0.059405941,0.19,0.202,0.216216216,0.09,0.074,0.23255814,0.053,0.043,-0.272727273,0.048,0.066
0500000US47083,"Houston County, Tennessee",2990,3082,-0.526315789,0.018,0.038,-0.292307692,0.092,0.13,0.538461538,0.28,0.182,-0.25,0.009,0.012,0.8,0.153,0.085,-0.375,0.055,0.088,-0.538461538,0.006,0.013,0.125,0.036,0.032,-0.626506024,0.031,0.083,-0.091346154,0.189,0.208,-0.229166667,0.037,0.048,0,0.052,0.052,0.366666667,0.041,0.03
0500000US47085,"Humphreys County, Tennessee",7140,7483,0.9,0.019,0.01,-0.254385965,0.085,0.114,0.221649485,0.237,0.194,0,0.018,0.018,0.5,0.129,0.086,-0.266666667,0.066,0.09,1.5,0.005,0.002,-0.034482759,0.028,0.029,0.564102564,0.061,0.039,-0.133928571,0.194,0.224,-0.301204819,0.058,0.083,-0.40625,0.038,0.064,0.326086957,0.061,0.046
0500000US47087,"Jackson County, Tennessee",4335,3903,0.75,0.035,0.02,-0.049180328,0.116,0.122,-0.133333333,0.169,0.195,0.166666667,0.021,0.018,0.102803738,0.118,0.107,-0.123287671,0.064,0.073,-0.594594595,0.015,0.037,-0.162162162,0.031,0.037,-0.075471698,0.049,0.053,0.062761506,0.254,0.239,0.696969697,0.056,0.033,1.25,0.045,0.02,-0.434782609,0.026,0.046
0500000US47089,"Jefferson County, Tennessee",22913,21881,-0.153846154,0.022,0.026,-0.043478261,0.066,0.069,-0.01754386,0.168,0.171,-0.206896552,0.023,0.029,0.046153846,0.136,0.13,-0.047619048,0.06,0.063,-0.388888889,0.011,0.018,-0.023809524,0.041,0.042,0.107692308,0.072,0.065,0.081081081,0.2,0.185,0.026785714,0.115,0.112,-0.08,0.046,0.05,-0.024390244,0.04,0.041
0500000US47091,"Johnson County, Tennessee",5810,6071,2.454545455,0.038,0.011,0.127659574,0.106,0.094,-0.126315789,0.166,0.19,1.166666667,0.013,0.006,0.026315789,0.117,0.114,-0.14516129,0.053,0.062,-0.882352941,0.002,0.017,0.875,0.045,0.024,0.43902439,0.059,0.041,-0.058558559,0.209,0.222,0.016129032,0.063,0.062,-0.215686275,0.04,0.051,-0.152380952,0.089,0.105
0500000US47093,"Knox County, Tennessee",226894,210719,0.666666667,0.005,0.003,-0.06557377,0.057,0.061,0.013333333,0.076,0.075,-0.162162162,0.031,0.037,0.045801527,0.137,0.131,0.065217391,0.049,0.046,-0.04,0.024,0.025,-0.089552239,0.061,0.067,0.015748031,0.129,0.127,0.032786885,0.252,0.244,0.03030303,0.102,0.099,-0.173076923,0.043,0.052,-0.029411765,0.033,0.034
0500000US47095,"Lake County, Tennessee",1991,1811,0.107142857,0.062,0.056,0.225806452,0.038,0.031,-0.259036145,0.123,0.166,-0.181818182,0.009,0.011,0.074074074,0.116,0.108,-0.092307692,0.059,0.065,2.75,0.015,0.004,2.375,0.027,0.008,0.098039216,0.056,0.051,0.4,0.252,0.18,-0.319587629,0.066,0.097,0.058823529,0.036,0.034,-0.235294118,0.143,0.187
0500000US47097,"Lauderdale County, Tennessee",9376,9089,-0.037037037,0.026,0.027,-0.084745763,0.054,0.059,0.248704663,0.241,0.193,-0.15,0.034,0.04,0,0.125,0.125,-0.116666667,0.053,0.06,0.333333333,0.008,0.006,-0.391304348,0.028,0.046,-0.272727273,0.048,0.066,0.10326087,0.203,0.184,-0.343283582,0.044,0.067,0.433333333,0.043,0.03,-0.051020408,0.093,0.098
